batch_id,production_line,shift,operator_experience_years,material_grade,temperature_c,humidity_pct,speed_rpm,batch_size_units,defect_count,defect_rate,downtime_minutes,energy_kwh,maintenance_days_ago,quality_score,passed_inspection,product_type,order_priority,supplier_id,tool_wear_pct,vibration_mm_s,pressure_bar,cycle_time_sec,scrap_cost_usd,shift_supervisor,weekday,production_date,is_weekend,target_met,rework_units,oee_pct
BATCH-5244,Line_B,day,6,B,18.55,52.4,945,247,7,0.0283,15.5,251.8,68,77.4,True,housing,low,SUP-04,26.6,0.854,4.83,14.2,170.87,Ivanov,5,2024-09-02,False,True,5,76.7
BATCH-5245,Line_B,evening,3,A,25.34,64.4,1192,301,16,0.0532,38.0,291.7,3,71.0,False,housing,high,SUP-04,70.7,0.887,4.28,15.9,383.49,Sidorov,2,2024-09-03,False,False,6,77.5
BATCH-5246,Line_B,day,11,B,19.44,64.4,1176,261,8,0.0307,16.4,264.3,8,90.8,True,gear,normal,SUP-02,10.9,0.82,4.63,10.6,83.74,Petrov,4,2024-09-04,True,True,4,84.0
BATCH-5247,Line_B,day,12,A,22.78,60.3,1380,187,4,0.0214,15.1,215.3,1,91.3,True,gear,normal,SUP-01,68.0,1.098,5.0,8.2,22.35,Petrov,2,2024-09-05,False,True,1,83.6
BATCH-5248,Line_B,day,17,C,22.77,65.9,897,191,9,0.0471,29.3,197.3,36,54.5,True,widget,normal,SUP-02,20.4,0.901,3.98,13.9,104.29,Kozlov,5,2024-09-06,False,False,7,84.9
BATCH-5249,Line_A,day,7,A,23.46,59.4,1437,458,13,0.0284,64.4,437.9,32,89.2,True,housing,low,SUP-01,57.3,0.861,4.48,20.9,249.2,Sidorov,4,2024-09-07,False,True,5,78.8
BATCH-5250,Line_A,day,4,B,23.01,55.4,1172,353,6,0.017,42.2,356.0,84,100.0,True,housing,normal,SUP-03,64.5,0.357,4.43,16.5,37.18,Sidorov,2,2024-09-08,False,True,3,82.2
BATCH-5251,Line_A,evening,18,A,19.47,76.9,1210,92,1,0.0109,12.1,128.7,33,84.6,True,housing,normal,SUP-03,38.2,0.913,4.65,4.6,12.19,Kozlov,6,2024-09-09,False,True,0,89.4
BATCH-5252,Line_B,night,13,A,19.95,71.5,1157,482,20,0.0415,40.7,444.6,3,86.8,True,gear,low,SUP-04,15.4,0.82,5.0,25.4,219.21,Ivanov,4,2024-09-10,False,False,12,81.7
BATCH-5253,Line_C,day,15,A,24.62,54.8,825,370,13,0.0351,35.1,340.3,79,68.6,True,widget,normal,SUP-02,67.6,1.061,3.97,30.0,122.03,Sidorov,3,2024-09-11,True,True,8,85.3
BATCH-5254,Line_A,evening,8,B,22.56,67.5,1148,72,1,0.0139,16.2,115.0,24,97.7,True,bracket,normal,SUP-01,29.4,0.614,4.73,0.8,19.12,Ivanov,0,2024-09-12,False,True,0,83.2
BATCH-5255,Line_B,evening,8,C,25.45,55.2,984,377,21,0.0557,64.4,351.4,82,72.1,False,gear,normal,SUP-01,25.7,1.179,4.91,21.2,381.82,Ivanov,6,2024-09-13,False,False,14,82.6
BATCH-5256,Line_C,day,7,A,21.87,49.7,1040,315,7,0.0222,43.4,298.8,69,77.2,True,gear,normal,SUP-02,40.8,0.856,4.43,23.8,109.97,Ivanov,5,2024-09-14,False,True,5,85.5
BATCH-5257,Line_C,day,14,A,17.78,70.7,1254,461,27,0.0586,60.4,432.1,79,72.9,False,widget,low,SUP-03,34.8,0.996,4.45,21.5,626.82,Sidorov,4,2024-09-15,False,False,19,85.7
BATCH-5258,Line_B,day,4,B,24.9,45.4,1148,270,7,0.0259,14.9,276.0,73,92.8,True,bracket,normal,SUP-01,54.6,0.977,4.67,10.3,49.44,Sidorov,5,2024-09-16,False,True,3,81.3
BATCH-5259,Line_B,day,19,B,20.89,70.5,865,283,7,0.0247,35.6,271.3,13,89.5,True,bracket,low,SUP-04,11.0,0.595,4.64,18.5,55.96,Kozlov,4,2024-09-17,False,True,4,87.9
BATCH-5260,Line_B,day,3,A,23.03,59.4,851,191,6,0.0314,14.2,198.2,56,87.2,True,widget,normal,SUP-02,34.9,0.97,4.73,7.9,76.01,Petrov,1,2024-09-18,False,True,3,85.5
BATCH-5261,Line_C,day,9,B,20.06,58.9,930,194,9,0.0464,30.5,208.8,37,74.7,True,widget,normal,SUP-04,71.3,0.886,4.72,13.0,163.06,Kozlov,1,2024-09-19,False,False,5,78.5
BATCH-5262,Line_A,evening,6,B,26.93,67.2,934,328,11,0.0335,25.4,313.8,56,73.9,True,housing,normal,SUP-02,2.9,0.905,4.11,22.7,183.5,Petrov,0,2024-09-20,False,True,5,80.8
BATCH-5263,Line_C,day,12,B,19.37,66.6,1226,422,16,0.0379,35.2,399.2,67,84.5,True,housing,normal,SUP-01,36.6,0.787,4.9,18.8,103.69,Ivanov,0,2024-09-21,False,True,9,85.6
BATCH-5264,Line_A,day,13,A,20.99,53.0,924,450,9,0.02,46.8,400.4,45,98.7,True,housing,urgent,SUP-01,52.8,0.71,4.97,28.3,217.52,Ivanov,5,2024-09-22,False,True,3,83.8
BATCH-5265,Line_C,day,18,A,22.32,68.9,1417,396,16,0.0404,41.9,384.7,28,85.4,True,bracket,normal,SUP-03,71.0,0.689,4.57,18.6,177.62,Ivanov,5,2024-09-23,True,False,8,88.1
BATCH-5266,Line_A,evening,15,A,18.72,61.8,947,324,9,0.0278,40.2,305.4,82,76.2,True,gear,high,SUP-03,47.5,0.828,3.9,17.0,109.62,Petrov,1,2024-09-24,True,True,3,88.7
BATCH-5267,Line_A,day,4,B,22.99,49.3,864,275,4,0.0145,13.0,264.5,60,85.2,True,housing,normal,SUP-04,66.0,0.654,4.45,16.5,69.89,Petrov,4,2024-09-25,False,True,1,87.9
BATCH-5268,Line_A,evening,4,A,26.84,61.4,1413,202,10,0.0495,27.8,229.9,79,71.0,True,gear,normal,SUP-04,17.8,0.887,4.58,8.1,239.03,Kozlov,0,2024-09-26,False,False,3,79.8
BATCH-5269,Line_B,day,17,B,20.53,75.0,1007,395,14,0.0354,37.4,361.7,22,74.3,True,bracket,low,SUP-01,28.2,0.843,4.04,22.0,255.55,Ivanov,2,2024-09-27,False,True,5,90.3
BATCH-5270,Line_A,day,9,B,23.19,78.7,1098,193,6,0.0311,33.2,203.3,75,84.7,True,widget,normal,SUP-02,75.4,0.838,4.36,10.0,144.57,Petrov,5,2024-09-28,False,True,4,82.9
BATCH-5271,Line_A,night,1,B,15.75,66.9,1471,170,12,0.0706,31.3,201.3,29,66.7,False,bracket,normal,SUP-01,70.9,1.083,3.94,4.4,105.02,Kozlov,5,2024-09-29,False,False,6,68.8
BATCH-5272,Line_B,day,16,A,21.88,49.7,1461,440,6,0.0136,21.5,423.9,41,86.0,True,housing,high,SUP-01,44.6,0.61,4.74,18.5,104.26,Ivanov,6,2024-09-30,False,True,1,96.6
BATCH-5273,Line_B,day,12,A,21.06,66.2,1300,315,12,0.0381,33.1,309.7,77,84.8,True,bracket,normal,SUP-01,38.0,0.68,4.57,14.2,258.93,Petrov,2,2024-10-01,False,True,8,78.8
BATCH-5274,Line_C,day,0,A,19.54,69.4,848,209,12,0.0574,34.8,204.6,32,74.3,False,gear,normal,SUP-01,36.1,1.543,3.84,15.9,182.17,Ivanov,6,2024-10-02,False,False,9,69.2
BATCH-5275,Line_C,night,15,B,27.24,70.4,1215,439,29,0.0661,59.3,410.0,23,64.2,False,widget,low,SUP-03,4.7,1.373,4.64,22.1,355.06,Sidorov,5,2024-10-03,False,False,21,81.0
BATCH-5276,Line_B,evening,12,C,21.02,69.2,1492,483,22,0.0455,49.1,454.3,82,76.4,True,housing,low,SUP-01,71.4,1.01,4.48,19.8,543.29,Kozlov,2,2024-10-04,False,False,15,86.8
BATCH-5277,Line_A,evening,12,A,21.47,65.1,1463,193,5,0.0259,10.5,229.4,86,77.3,True,bracket,high,SUP-01,65.5,0.993,4.71,5.0,39.1,Ivanov,2,2024-10-05,False,True,3,86.4
BATCH-5278,Line_A,night,17,C,22.87,61.1,874,284,14,0.0493,28.4,274.6,28,73.7,True,widget,low,SUP-01,36.5,0.597,4.34,20.5,185.06,Petrov,0,2024-10-06,False,False,8,86.6
BATCH-5279,Line_C,day,9,A,16.25,53.8,1077,267,12,0.0449,63.1,264.7,28,77.6,True,housing,low,SUP-03,22.4,0.437,4.18,14.2,269.61,Petrov,6,2024-10-07,False,False,9,74.5
BATCH-5280,Line_A,night,9,A,20.6,42.2,1021,365,10,0.0274,21.0,340.9,21,87.1,True,gear,urgent,SUP-03,27.4,0.694,4.19,21.1,230.1,Kozlov,1,2024-10-08,False,True,7,82.5
BATCH-5281,Line_B,day,12,A,24.88,65.9,891,477,20,0.0419,52.2,428.8,3,80.9,True,housing,urgent,SUP-04,9.9,0.643,4.28,34.2,492.15,Kozlov,1,2024-10-09,False,False,9,77.0
BATCH-5282,Line_C,evening,3,B,15.67,61.6,1286,296,15,0.0507,35.2,297.5,50,75.9,False,widget,normal,SUP-01,57.7,0.96,4.51,12.4,340.45,Ivanov,2,2024-10-10,False,False,10,78.7
BATCH-5283,Line_C,day,3,A,19.7,66.5,992,409,18,0.044,38.9,372.9,23,76.7,True,widget,normal,SUP-01,44.5,0.981,4.56,27.4,108.34,Petrov,0,2024-10-11,False,False,12,73.1
BATCH-5284,Line_B,day,16,A,20.8,47.9,1041,318,3,0.0094,24.1,312.5,76,96.7,True,bracket,high,SUP-02,18.7,0.778,4.42,21.2,70.79,Kozlov,5,2024-10-12,False,True,2,87.3
BATCH-5285,Line_B,night,4,B,29.23,70.2,863,449,41,0.0913,84.1,406.8,16,59.4,False,housing,normal,SUP-03,49.8,1.185,4.33,32.7,556.1,Ivanov,4,2024-10-13,True,False,30,70.3
BATCH-5286,Line_B,day,10,B,24.31,82.8,1149,232,9,0.0388,40.7,246.0,57,80.1,True,bracket,normal,SUP-01,78.3,0.968,4.36,10.2,162.29,Kozlov,1,2024-10-14,False,True,4,85.4
BATCH-5287,Line_C,night,5,A,22.33,62.5,911,223,10,0.0448,25.2,228.6,46,79.2,True,bracket,normal,SUP-01,9.8,0.951,5.5,10.3,128.86,Ivanov,1,2024-10-15,False,False,5,78.1
BATCH-5288,Line_A,day,4,A,25.91,62.2,1102,240,8,0.0333,16.7,237.2,55,82.4,True,gear,urgent,SUP-02,36.7,0.903,4.19,15.2,170.19,Sidorov,0,2024-10-16,False,True,4,82.1
BATCH-5289,Line_A,evening,11,B,19.78,64.0,900,498,21,0.0422,46.3,450.2,11,75.7,True,widget,urgent,SUP-01,39.5,0.818,4.28,33.4,346.89,Kozlov,6,2024-10-17,False,False,14,83.7
BATCH-5290,Line_B,night,16,A,27.03,83.4,1468,325,14,0.0431,39.7,335.3,42,81.1,True,widget,normal,SUP-02,13.3,1.208,5.82,11.8,306.75,Sidorov,3,2024-10-18,True,False,10,83.7
BATCH-5291,Line_A,day,8,A,17.92,50.1,901,118,2,0.0169,8.8,144.5,56,88.8,True,widget,low,SUP-04,42.5,0.648,4.67,10.2,17.75,Kozlov,4,2024-10-19,False,True,1,82.3
BATCH-5292,Line_B,night,2,B,27.22,65.2,1165,68,5,0.0735,12.2,114.6,31,65.2,False,gear,normal,SUP-03,48.5,1.59,3.95,1.8,43.5,Sidorov,1,2024-10-20,False,False,3,73.0
BATCH-5293,Line_A,evening,4,A,20.78,53.2,938,283,7,0.0247,18.6,273.5,78,87.8,True,bracket,normal,SUP-02,12.6,0.589,4.84,17.3,96.65,Ivanov,1,2024-10-21,False,True,5,83.9
BATCH-5294,Line_C,evening,3,B,18.91,55.2,853,412,14,0.034,30.0,370.9,48,81.5,True,widget,high,SUP-02,12.4,0.989,4.14,30.0,71.33,Sidorov,3,2024-10-22,False,True,5,82.4
BATCH-5295,Line_C,day,17,A,21.35,60.9,942,265,6,0.0226,34.8,260.9,33,87.1,True,bracket,low,SUP-04,68.5,0.714,4.86,14.7,113.14,Sidorov,1,2024-10-23,False,True,4,89.9
BATCH-5296,Line_B,evening,6,A,22.83,75.3,838,302,11,0.0364,30.0,282.0,3,79.3,True,gear,low,SUP-03,24.9,0.798,4.42,21.4,120.13,Petrov,4,2024-10-24,False,True,3,77.2
BATCH-5297,Line_C,evening,7,A,20.52,79.2,898,409,24,0.0587,57.9,376.4,15,62.4,False,housing,high,SUP-03,50.4,1.213,4.32,29.5,387.5,Ivanov,6,2024-10-25,True,False,13,78.8
BATCH-5298,Line_A,evening,1,A,23.66,66.6,1145,282,15,0.0532,63.9,274.9,43,75.3,False,widget,normal,SUP-04,50.1,0.972,5.14,15.2,96.0,Sidorov,2,2024-10-26,False,False,5,74.9
BATCH-5299,Line_B,day,8,A,20.25,57.3,1256,458,12,0.0262,26.8,426.5,36,88.1,True,widget,high,SUP-01,67.1,0.23,4.73,24.4,100.95,Sidorov,4,2024-10-27,False,True,7,82.3
