order_id,region,customer_segment,product_category,channel,is_premium,is_returned,order_date,quantity,unit_price,discount_pct,revenue,cost,margin,margin_pct,nps,session_minutes,page_views,age,income_k,loyalty_points,shipping_days,delivery_score,campaign,items_in_cart,payment_method,repeat_customer
ORD-20250574,Казань,C,Электроника,online,False,False,2023-05-24 12:00:00,1,29.28,14.3,25.09,16.89,8.2,32.7,8.6,42.0,8,29,392.0,4552,4,4.4,SUMMER,4,wallet,True
ORD-20250575,Самара,C,Спорт,online,True,False,2023-05-24 18:00:00,1,76.5,13.2,66.4,47.54,18.86,28.4,8.6,4.6,5,52,144.0,3491,4,4.1,NONE,4,credit,True
ORD-20250576,Казань,C,Спорт,mobile,False,False,2023-05-25 00:00:00,7,256.34,21.8,1403.19,903.88,499.31,35.6,6.3,65.3,16,24,320.0,3939,10,5.0,SALE20,9,cash,True
ORD-20250577,Москва,C,Продукты,store,True,False,2023-05-25 06:00:00,5,363.05,16.3,1519.35,1022.67,496.68,32.7,6.3,20.1,13,66,391.0,258,2,4.6,SALE20,7,wallet,True
ORD-20250578,СПб,B,Спорт,online,True,False,2023-05-25 12:00:00,7,122.11,6.1,802.6,372.97,429.63,53.5,9.3,55.7,15,39,367.0,4187,4,5.0,SUMMER,11,credit,True
ORD-20250579,СПб,A,Спорт,online,False,False,2023-05-25 18:00:00,1,369.02,15.7,311.09,192.73,118.36,38.0,8.3,76.3,12,47,548.0,3852,1,4.6,SALE20,4,wallet,True
ORD-20250580,СПб,C,Мебель,online,False,False,2023-05-26 00:00:00,2,95.89,16.0,161.09,108.91,52.18,32.4,8.9,16.2,13,39,443.0,6520,8,4.0,NONE,6,cash,True
ORD-20250581,СПб,B,Спорт,online,False,False,2023-05-26 06:00:00,6,462.42,9.1,2522.04,1484.93,1037.11,41.1,9.4,18.1,17,43,535.0,2972,9,4.3,NEWYEAR,7,cash,False
ORD-20250582,Новосибирск,C,Мебель,mobile,False,False,2023-05-26 12:00:00,6,338.29,6.6,1895.78,1083.2,812.58,42.9,8.7,57.1,14,60,500.0,1071,11,5.0,SUMMER,8,wallet,False
ORD-20250583,Москва,B,Мебель,mobile,False,False,2023-05-26 18:00:00,2,201.69,22.7,311.81,192.98,118.83,38.1,9.0,30.9,13,58,247.0,4076,9,3.8,NEWYEAR,2,card,True
ORD-20250584,СПб,B,Электроника,online,False,False,2023-05-27 00:00:00,7,28.16,3.8,189.63,123.72,65.91,34.8,8.1,56.5,15,24,569.0,5075,2,5.0,NEWYEAR,9,card,True
ORD-20250585,Казань,C,Электроника,online,False,False,2023-05-27 06:00:00,2,230.77,3.5,445.38,309.53,135.85,30.5,8.0,6.6,8,29,360.0,4243,9,4.0,NONE,2,wallet,True
ORD-20250586,Самара,B,Электроника,online,True,False,2023-05-27 12:00:00,3,317.59,14.7,812.71,564.76,247.95,30.5,8.8,14.3,9,35,487.0,1028,3,5.0,NONE,4,cash,True
ORD-20250587,Москва,A,Спорт,online,True,False,2023-05-27 18:00:00,1,437.77,7.7,404.06,267.05,137.01,33.9,9.5,26.8,10,50,538.0,6349,2,5.0,NONE,1,credit,True
ORD-20250588,Самара,C,Продукты,mobile,False,False,2023-05-28 00:00:00,4,116.28,12.6,406.52,302.89,103.63,25.5,8.8,16.3,13,49,325.0,4341,3,4.0,SUMMER,5,cash,True
ORD-20250589,Москва,B,Мебель,mobile,False,False,2023-05-28 06:00:00,4,21.71,6.7,81.02,49.54,31.48,38.9,8.4,13.2,12,38,339.0,7539,3,4.9,NONE,8,card,True
ORD-20250590,Москва,C,Продукты,online,False,False,2023-05-28 12:00:00,5,19.32,9.2,87.7,51.13,36.57,41.7,8.7,98.1,13,32,453.0,1376,12,4.1,NONE,8,cash,False
ORD-20250591,СПб,C,Продукты,online,True,False,2023-05-28 18:00:00,3,293.75,10.2,791.37,434.65,356.72,45.1,7.7,18.8,15,24,369.0,1977,4,4.3,NEWYEAR,7,cash,True
ORD-20250592,СПб,B,Мебель,mobile,False,False,2023-05-29 00:00:00,4,270.24,14.1,928.55,452.49,476.06,51.3,9.9,26.7,12,21,889.0,218,4,4.2,NONE,8,cash,True
ORD-20250593,Самара,B,Мебель,mobile,False,False,2023-05-29 06:00:00,4,142.88,2.0,560.09,289.42,270.67,48.3,8.6,33.4,11,34,449.0,7298,6,3.3,SUMMER,4,cash,True
ORD-20250594,Новосибирск,A,Спорт,online,False,False,2023-05-29 12:00:00,2,641.37,10.8,1144.2,619.95,524.25,45.8,6.4,14.1,10,61,281.0,4528,2,3.9,NEWYEAR,2,wallet,False
ORD-20250595,Новосибирск,C,Электроника,mobile,False,False,2023-05-29 18:00:00,6,332.49,17.2,1651.81,994.32,657.49,39.8,7.6,50.1,11,50,1029.0,3006,3,4.0,NONE,10,cash,False
ORD-20250596,Москва,B,Одежда,mobile,True,False,2023-05-30 00:00:00,7,409.91,17.7,2361.52,1769.56,591.96,25.1,6.3,21.7,14,39,514.0,800,11,4.0,SALE20,11,wallet,True
ORD-20250597,Казань,B,Электроника,online,False,False,2023-05-30 06:00:00,1,314.69,6.8,293.29,200.21,93.08,31.7,5.0,13.3,15,66,440.0,1312,12,4.8,SALE20,2,card,True
ORD-20250598,Москва,C,Продукты,mobile,False,False,2023-05-30 12:00:00,3,233.5,13.6,605.24,433.56,171.68,28.4,7.1,83.1,13,69,820.0,535,12,3.4,NONE,4,credit,False
ORD-20250599,Самара,B,Мебель,mobile,False,False,2023-05-30 18:00:00,2,270.07,9.6,488.29,246.3,241.99,49.6,9.9,13.8,9,46,506.0,4814,1,5.0,SUMMER,5,wallet,False
ORD-20250600,СПб,C,Электроника,online,False,False,2023-05-31 00:00:00,2,74.83,0.9,148.31,67.81,80.5,54.3,10.0,11.9,15,44,433.0,3455,8,2.9,SALE20,4,card,False
ORD-20250601,Самара,B,Мебель,store,False,False,2023-05-31 06:00:00,1,366.39,10.8,326.82,147.34,179.48,54.9,9.7,5.7,8,39,236.0,3134,7,5.0,SALE20,2,wallet,True
ORD-20250602,Самара,C,Электроника,online,False,False,2023-05-31 12:00:00,3,198.87,16.8,496.38,298.22,198.16,39.9,9.9,13.9,11,60,179.0,6025,11,4.5,SALE20,4,cash,False
ORD-20250603,Самара,B,Продукты,online,False,False,2023-05-31 18:00:00,5,277.54,23.6,1060.22,514.48,545.74,51.5,7.7,21.6,16,64,728.0,2563,13,3.1,NONE,8,cash,False
ORD-20250604,Москва,B,Спорт,mobile,False,False,2023-06-01 00:00:00,3,347.33,2.8,1012.81,513.3,499.51,49.3,8.0,138.9,15,58,504.0,2972,5,3.5,SALE20,7,wallet,False
ORD-20250605,Новосибирск,A,Мебель,online,False,False,2023-06-01 06:00:00,5,269.2,10.7,1201.98,604.96,597.02,49.7,9.5,20.9,14,28,412.0,4989,13,5.0,NONE,9,cash,True
ORD-20250606,Казань,C,Мебель,online,False,False,2023-06-01 12:00:00,1,266.36,23.5,203.77,135.33,68.44,33.6,7.9,42.7,12,51,422.0,4726,5,4.6,SUMMER,4,credit,True
ORD-20250607,Самара,B,Спорт,mobile,True,False,2023-06-01 18:00:00,6,131.6,11.7,697.24,513.15,184.09,26.4,6.2,22.5,12,22,505.0,5565,5,3.9,SUMMER,10,cash,True
ORD-20250608,Самара,C,Продукты,mobile,False,False,2023-06-02 00:00:00,4,325.57,22.3,1011.86,492.12,519.74,51.4,8.2,19.3,9,28,576.0,5299,8,5.0,NEWYEAR,4,credit,True
ORD-20250609,Казань,C,Электроника,online,False,False,2023-06-02 06:00:00,6,369.88,17.1,1839.79,886.88,952.91,51.8,9.4,53.9,12,34,327.0,3576,9,3.7,NONE,10,card,True
ORD-20250610,Новосибирск,C,Продукты,mobile,False,False,2023-06-02 12:00:00,4,225.0,21.6,705.6,387.31,318.29,45.1,8.5,14.3,19,20,483.0,2932,13,4.2,NONE,5,card,False
ORD-20250611,Новосибирск,B,Одежда,online,True,False,2023-06-02 18:00:00,5,196.99,19.0,797.8,511.62,286.18,35.9,8.7,34.6,10,22,552.0,2220,11,4.9,SUMMER,6,credit,False
ORD-20250612,Самара,C,Спорт,online,False,False,2023-06-03 00:00:00,4,113.46,1.8,445.68,249.93,195.75,43.9,8.3,30.6,11,31,366.0,345,12,3.6,NONE,8,wallet,True
ORD-20250613,Самара,C,Одежда,mobile,False,True,2023-06-03 06:00:00,2,335.58,19.1,542.96,289.69,253.27,46.6,6.7,11.3,14,39,184.0,6289,3,4.8,NONE,5,card,False
ORD-20250614,СПб,C,Продукты,mobile,False,False,2023-06-03 12:00:00,2,127.56,3.2,246.96,119.67,127.29,51.5,8.3,29.3,8,25,329.0,4769,13,4.5,NONE,2,cash,False
ORD-20250615,Казань,C,Спорт,online,True,False,2023-06-03 18:00:00,6,306.67,18.7,1495.91,878.69,617.22,41.3,9.2,40.2,13,30,265.0,5177,8,5.0,NONE,7,cash,True
ORD-20250616,Москва,A,Мебель,online,False,False,2023-06-04 00:00:00,3,294.29,10.5,790.16,363.93,426.23,53.9,10.0,22.8,12,39,718.0,6258,11,4.7,NONE,6,credit,False
ORD-20250617,Самара,B,Электроника,store,False,False,2023-06-04 06:00:00,1,441.06,17.1,365.64,233.44,132.2,36.2,7.8,11.7,10,27,304.0,5038,13,4.6,NONE,1,wallet,False
ORD-20250618,Москва,A,Спорт,online,False,False,2023-06-04 12:00:00,4,310.24,1.5,1222.34,852.04,370.3,30.3,10.0,14.2,15,67,300.0,452,6,4.8,NONE,4,card,True
ORD-20250619,СПб,C,Одежда,mobile,True,False,2023-06-04 18:00:00,6,219.89,2.9,1281.09,948.74,332.35,25.9,8.0,69.7,16,28,345.0,7352,12,5.0,SALE20,7,wallet,True
ORD-20250620,Казань,B,Мебель,mobile,False,False,2023-06-05 00:00:00,6,70.1,2.7,409.23,223.72,185.51,45.3,8.5,28.1,14,33,624.0,425,2,3.8,SALE20,7,credit,True
ORD-20250621,Самара,C,Спорт,store,False,True,2023-06-05 06:00:00,6,366.02,9.4,1989.66,1387.85,601.81,30.2,6.3,23.5,20,30,635.0,7973,12,4.0,NONE,7,credit,False
ORD-20250622,Москва,A,Спорт,mobile,False,False,2023-06-05 12:00:00,7,400.21,4.2,2683.78,1615.83,1067.95,39.8,8.7,127.6,11,37,324.0,1705,13,4.8,SUMMER,10,card,False
ORD-20250623,Самара,B,Мебель,online,False,False,2023-06-05 18:00:00,2,313.48,0.2,625.72,331.82,293.9,47.0,10.0,69.2,13,46,373.0,371,8,5.0,NEWYEAR,4,cash,False
ORD-20250624,Москва,A,Мебель,mobile,True,False,2023-06-06 00:00:00,6,100.06,22.0,468.29,224.28,244.01,52.1,10.0,38.3,17,35,417.0,7392,8,4.3,NONE,8,card,False
ORD-20250625,Самара,B,Электроника,mobile,False,False,2023-06-06 06:00:00,3,348.37,18.8,848.63,495.68,352.95,41.6,9.4,26.6,13,18,780.0,2036,9,4.1,SALE20,6,wallet,False
ORD-20250626,Самара,B,Спорт,mobile,False,False,2023-06-06 12:00:00,7,218.96,14.2,1315.09,933.94,381.15,29.0,8.3,32.1,13,50,197.0,5294,11,4.4,SUMMER,11,cash,True
ORD-20250627,Москва,B,Спорт,online,False,False,2023-06-06 18:00:00,2,217.35,18.1,356.02,261.41,94.61,26.6,9.3,26.3,9,50,253.0,6485,4,4.0,NONE,3,credit,True
ORD-20250628,СПб,B,Одежда,store,False,False,2023-06-07 00:00:00,6,241.91,7.6,1341.15,789.41,551.74,41.1,7.5,31.3,16,66,1182.0,3060,6,4.3,NONE,8,card,True
ORD-20250629,Казань,C,Электроника,mobile,False,False,2023-06-07 06:00:00,6,204.45,17.6,1010.82,689.31,321.51,31.8,9.1,51.5,11,54,716.0,804,11,3.5,SALE20,10,card,True
ORD-20250630,Казань,A,Спорт,mobile,True,False,2023-06-07 12:00:00,5,565.19,13.0,2458.59,1263.47,1195.12,48.6,9.1,142.6,17,66,246.0,2154,10,3.9,NONE,6,wallet,True
ORD-20250631,Новосибирск,B,Продукты,store,False,False,2023-06-07 18:00:00,3,177.55,2.2,520.92,350.69,170.23,32.7,8.8,23.0,11,55,1567.0,225,11,4.7,SALE20,3,cash,True
ORD-20250632,Новосибирск,B,Электроника,online,False,False,2023-06-08 00:00:00,4,441.56,16.6,1473.04,672.38,800.66,54.4,7.2,12.5,11,58,577.0,3313,6,4.3,NONE,7,wallet,False
ORD-20250633,Казань,A,Одежда,mobile,True,False,2023-06-08 06:00:00,3,90.01,24.8,203.07,116.86,86.21,42.5,8.3,41.1,10,44,468.0,2639,6,4.4,NONE,7,card,False
ORD-20250634,Казань,C,Мебель,mobile,False,False,2023-06-08 12:00:00,1,202.48,6.4,189.52,129.03,60.49,31.9,9.7,64.7,7,53,807.0,4797,8,4.6,SUMMER,4,credit,False
ORD-20250635,Новосибирск,C,Мебель,mobile,False,False,2023-06-08 18:00:00,4,256.69,0.1,1025.75,574.4,451.35,44.0,6.6,14.3,10,42,315.0,6301,12,5.0,SUMMER,7,card,False
ORD-20250636,Самара,B,Мебель,online,False,False,2023-06-09 00:00:00,5,485.49,18.8,1971.09,948.03,1023.06,51.9,9.6,137.0,8,35,368.0,6767,9,4.0,SALE20,5,cash,False
ORD-20250637,Москва,A,Одежда,online,True,False,2023-06-09 06:00:00,6,287.15,7.0,1602.29,1187.81,414.48,25.9,5.2,49.6,14,49,461.0,3284,4,5.0,SUMMER,7,card,False
ORD-20250638,СПб,C,Мебель,mobile,False,False,2023-06-09 12:00:00,1,256.84,10.1,230.9,124.61,106.29,46.0,7.1,7.8,10,42,547.0,2712,1,3.1,NEWYEAR,2,wallet,True
ORD-20250639,Самара,C,Спорт,online,False,False,2023-06-09 18:00:00,5,296.47,0.2,1479.39,684.46,794.93,53.7,9.6,49.2,7,33,512.0,1711,12,3.9,NONE,8,card,True
ORD-20250640,Новосибирск,B,Электроника,store,False,False,2023-06-10 00:00:00,3,417.96,1.6,1233.82,706.27,527.55,42.8,10.0,12.9,9,68,485.0,5260,2,4.1,SALE20,4,cash,True
ORD-20250641,СПб,C,Продукты,mobile,False,False,2023-06-10 06:00:00,5,344.48,17.7,1417.55,934.3,483.25,34.1,7.7,17.6,11,23,382.0,1362,9,4.3,SUMMER,7,wallet,True
ORD-20250642,СПб,A,Мебель,online,True,False,2023-06-10 12:00:00,4,251.27,24.1,762.87,431.11,331.76,43.5,8.5,22.5,10,24,515.0,7226,9,3.8,SALE20,4,cash,True
ORD-20250643,Самара,B,Одежда,online,True,False,2023-06-10 18:00:00,7,422.81,14.8,2521.64,1816.07,705.57,28.0,6.6,24.7,14,44,498.0,4406,1,5.0,NEWYEAR,7,credit,False
ORD-20250644,Москва,A,Мебель,online,False,False,2023-06-11 00:00:00,1,670.44,21.1,528.98,271.86,257.12,48.6,8.1,53.7,14,18,445.0,6803,6,4.4,SALE20,2,cash,False
ORD-20250645,Новосибирск,B,Спорт,online,True,False,2023-06-11 06:00:00,2,239.99,5.1,455.5,284.06,171.44,37.6,8.6,8.7,10,63,402.0,2812,5,4.6,NONE,6,credit,False
ORD-20250646,Новосибирск,B,Спорт,online,False,False,2023-06-11 12:00:00,6,348.71,1.7,2056.67,991.51,1065.16,51.8,10.0,36.6,12,34,363.0,7432,1,4.7,NONE,6,wallet,False
ORD-20250647,Казань,B,Мебель,mobile,False,False,2023-06-11 18:00:00,2,168.26,8.7,307.25,149.15,158.1,51.5,8.2,11.0,8,43,249.0,5035,9,4.4,NEWYEAR,3,credit,False
ORD-20250648,СПб,A,Мебель,mobile,False,False,2023-06-12 00:00:00,2,189.83,5.2,359.91,183.05,176.86,49.1,8.4,23.6,10,47,790.0,3730,5,4.8,NONE,4,card,False
ORD-20250649,Казань,A,Продукты,store,False,False,2023-06-12 06:00:00,5,204.68,15.4,865.81,446.15,419.66,48.5,9.9,35.0,12,32,603.0,6342,10,4.4,NONE,9,credit,False
ORD-20250650,Казань,B,Электроника,mobile,False,False,2023-06-12 12:00:00,4,35.2,23.9,107.14,69.41,37.73,35.2,7.3,21.4,12,24,669.0,5377,10,4.5,NONE,4,credit,False
ORD-20250651,Новосибирск,B,Продукты,mobile,False,False,2023-06-12 18:00:00,2,293.43,5.8,552.81,389.49,163.32,29.5,8.3,31.7,9,28,281.0,31,5,4.7,NONE,5,wallet,True
ORD-20250652,Самара,B,Мебель,online,False,False,2023-06-13 00:00:00,3,432.27,22.5,1005.03,713.22,291.81,29.0,7.8,30.0,9,22,366.0,766,6,5.0,NONE,6,credit,True
ORD-20250653,Казань,B,Продукты,store,False,False,2023-06-13 06:00:00,5,150.68,13.4,652.46,416.59,235.87,36.2,7.4,61.2,16,21,435.0,2595,3,4.0,NONE,8,cash,True
ORD-20250654,Самара,B,Спорт,online,False,False,2023-06-13 12:00:00,1,25.55,2.6,24.88,14.23,10.65,42.8,6.5,37.1,11,54,516.0,3976,1,4.5,NONE,4,cash,True
ORD-20250655,Казань,C,Продукты,mobile,False,False,2023-06-13 18:00:00,7,111.55,13.4,676.21,357.99,318.22,47.1,10.0,38.4,11,66,329.0,4370,3,3.5,SUMMER,7,cash,True
ORD-20250656,Москва,C,Электроника,mobile,False,True,2023-06-14 00:00:00,3,291.22,11.7,771.43,414.99,356.44,46.2,8.9,45.4,10,38,894.0,7027,2,3.1,SUMMER,3,wallet,False
ORD-20250657,СПб,B,Спорт,online,False,False,2023-06-14 06:00:00,4,229.33,18.7,745.8,436.94,308.86,41.4,6.6,33.7,13,35,636.0,5407,13,4.3,NONE,8,credit,False
ORD-20250658,СПб,C,Продукты,mobile,False,False,2023-06-14 12:00:00,5,289.42,18.7,1176.48,751.41,425.07,36.1,8.8,18.9,11,37,481.0,2819,3,4.8,NONE,9,card,True
ORD-20250659,Казань,B,Электроника,store,False,False,2023-06-14 18:00:00,2,116.34,16.0,195.45,120.51,74.94,38.3,10.0,6.6,13,64,505.0,2432,6,4.6,NONE,4,wallet,True
ORD-20250660,Новосибирск,B,Мебель,mobile,True,False,2023-06-15 00:00:00,4,324.56,16.7,1081.42,733.73,347.69,32.2,9.2,18.5,11,32,409.0,1543,8,4.6,SALE20,5,cash,True
ORD-20250661,Самара,C,Одежда,online,False,False,2023-06-15 06:00:00,7,276.14,15.2,1639.19,800.74,838.45,51.2,10.0,39.1,15,67,340.0,3790,6,4.5,SALE20,11,wallet,True
ORD-20250662,Самара,C,Мебель,online,False,False,2023-06-15 12:00:00,7,304.88,5.9,2008.24,971.73,1036.51,51.6,7.8,43.1,12,32,170.0,7648,13,4.3,NONE,11,cash,True
ORD-20250663,Казань,A,Мебель,online,False,False,2023-06-15 18:00:00,3,483.27,23.1,1114.9,833.1,281.8,25.3,7.4,10.4,14,41,635.0,843,3,4.9,SALE20,4,card,True
ORD-20250664,СПб,A,Спорт,online,False,False,2023-06-16 00:00:00,7,638.8,5.3,4234.59,2306.97,1927.62,45.5,9.4,68.0,17,32,458.0,287,11,3.6,NONE,7,credit,False
ORD-20250665,СПб,C,Спорт,store,False,False,2023-06-16 06:00:00,1,53.81,14.9,45.79,33.95,11.84,25.9,7.4,37.5,9,39,718.0,778,5,3.4,NONE,4,credit,True
ORD-20250666,Новосибирск,B,Мебель,online,True,False,2023-06-16 12:00:00,7,279.82,19.3,1580.7,848.57,732.13,46.3,8.0,92.8,14,53,564.0,4116,10,5.0,NEWYEAR,11,credit,True
ORD-20250667,Москва,C,Электроника,online,False,False,2023-06-16 18:00:00,3,172.8,2.1,507.51,238.22,269.29,53.1,6.0,22.5,15,34,442.0,6888,13,3.9,NONE,4,wallet,True
ORD-20250668,Новосибирск,B,Спорт,online,False,False,2023-06-17 00:00:00,3,499.65,11.3,1329.56,800.73,528.83,39.8,10.0,44.9,15,20,463.0,5105,2,4.6,SUMMER,3,cash,False
ORD-20250669,СПб,C,Электроника,online,False,True,2023-06-17 06:00:00,1,209.39,0.7,207.92,105.87,102.05,49.1,7.5,18.3,6,51,333.0,4312,7,3.5,NONE,4,wallet,False
ORD-20250670,Новосибирск,B,Продукты,online,True,False,2023-06-17 12:00:00,5,345.78,5.7,1630.33,1173.61,456.72,28.0,9.2,32.2,12,54,277.0,5421,7,4.2,SALE20,5,credit,True
ORD-20250671,Новосибирск,C,Спорт,online,False,False,2023-06-17 18:00:00,1,345.24,15.9,290.35,168.33,122.02,42.0,8.3,38.7,8,29,301.0,3703,10,4.0,SUMMER,5,credit,False
ORD-20250672,Новосибирск,C,Спорт,online,True,False,2023-06-18 00:00:00,6,59.87,22.8,277.3,161.47,115.83,41.8,7.9,64.6,10,53,304.0,7761,10,3.3,SUMMER,7,wallet,True
ORD-20250673,Новосибирск,C,Спорт,store,False,False,2023-06-18 06:00:00,1,132.19,7.6,122.14,69.24,52.9,43.3,8.5,31.4,7,35,414.0,3498,13,4.7,NEWYEAR,2,card,False
ORD-20250674,Казань,A,Электроника,online,False,True,2023-06-18 12:00:00,4,235.79,20.9,746.05,360.58,385.47,51.7,8.8,16.3,13,54,611.0,6449,7,4.8,SALE20,8,card,True
ORD-20250675,Казань,B,Мебель,online,False,False,2023-06-18 18:00:00,4,67.29,13.1,233.9,148.99,84.91,36.3,8.9,33.2,10,33,588.0,7625,13,3.2,SALE20,5,card,False
ORD-20250676,Москва,A,Электроника,mobile,False,False,2023-06-19 00:00:00,7,398.16,19.0,2257.57,1120.62,1136.95,50.4,9.7,49.0,18,21,244.0,3620,12,3.9,NONE,7,wallet,True
ORD-20250677,Новосибирск,C,Продукты,online,False,False,2023-06-19 06:00:00,4,120.16,20.3,383.07,245.9,137.17,35.8,7.6,75.4,12,37,631.0,3379,12,4.5,NONE,7,credit,True
ORD-20250678,Казань,B,Одежда,mobile,False,False,2023-06-19 12:00:00,3,90.93,15.9,229.42,130.78,98.64,43.0,6.9,39.8,8,22,473.0,5179,5,3.7,NONE,5,wallet,False
ORD-20250679,Москва,B,Одежда,mobile,False,False,2023-06-19 18:00:00,6,20.73,10.6,111.18,78.48,32.7,29.4,6.5,27.9,15,21,592.0,2084,12,5.0,SUMMER,8,card,False
ORD-20250680,СПб,A,Мебель,mobile,True,False,2023-06-20 00:00:00,7,31.19,14.6,186.44,113.01,73.43,39.4,9.5,52.1,13,29,549.0,6175,2,4.1,NONE,7,card,False
ORD-20250681,Новосибирск,C,Спорт,online,True,False,2023-06-20 06:00:00,4,151.11,17.3,499.86,358.16,141.7,28.3,7.2,50.7,10,45,229.0,765,8,5.0,SALE20,5,card,True
ORD-20250682,СПб,C,Одежда,online,False,False,2023-06-20 12:00:00,6,232.02,21.5,1092.81,500.06,592.75,54.2,7.4,160.4,11,26,484.0,5546,2,3.4,NEWYEAR,9,cash,True
ORD-20250683,СПб,A,Мебель,mobile,False,False,2023-06-20 18:00:00,7,159.82,13.7,965.47,644.58,320.89,33.2,7.1,85.8,12,22,805.0,6428,12,3.9,NONE,11,credit,True
ORD-20250684,СПб,B,Мебель,online,False,False,2023-06-21 00:00:00,4,455.96,21.8,1426.25,880.92,545.33,38.2,7.7,24.2,14,37,278.0,2564,6,4.5,SALE20,4,card,False
ORD-20250685,Москва,A,Мебель,online,False,False,2023-06-21 06:00:00,7,158.19,9.7,999.9,500.63,499.27,49.9,7.5,49.0,17,58,309.0,7558,11,3.2,SALE20,7,cash,True
ORD-20250686,Казань,C,Одежда,mobile,False,False,2023-06-21 12:00:00,6,106.88,19.0,519.43,250.22,269.21,51.8,8.6,44.6,14,34,202.0,7693,9,3.9,NONE,6,cash,False
ORD-20250687,СПб,C,Спорт,online,False,False,2023-06-21 18:00:00,2,119.28,15.2,202.3,135.77,66.53,32.9,9.4,11.3,6,39,373.0,7433,13,5.0,NEWYEAR,6,credit,True
ORD-20250688,Казань,B,Мебель,mobile,False,False,2023-06-22 00:00:00,4,87.3,1.9,342.56,192.74,149.82,43.7,8.9,15.9,9,63,248.0,437,3,4.3,NONE,6,wallet,True
ORD-20250689,Казань,B,Спорт,mobile,False,False,2023-06-22 06:00:00,1,499.55,12.6,436.61,206.48,230.13,52.7,6.9,32.7,10,56,317.0,1355,12,3.4,NONE,1,credit,False
ORD-20250690,Самара,B,Одежда,store,False,False,2023-06-22 12:00:00,6,361.31,19.1,1753.8,1154.91,598.89,34.1,8.8,49.3,26,40,493.0,4535,3,4.6,NONE,9,credit,True
ORD-20250691,Казань,C,Электроника,online,False,False,2023-06-22 18:00:00,5,117.89,16.8,490.44,263.5,226.94,46.3,9.8,45.5,21,24,619.0,5152,7,5.0,NONE,8,card,False
ORD-20250692,Москва,C,Мебель,online,False,False,2023-06-23 00:00:00,1,365.14,14.1,313.66,169.38,144.28,46.0,10.0,13.6,8,52,206.0,5034,1,4.0,NONE,1,wallet,False
ORD-20250693,Москва,B,Электроника,online,False,False,2023-06-23 06:00:00,1,321.03,19.8,257.47,122.2,135.27,52.5,8.7,6.3,6,48,372.0,4255,1,3.5,NEWYEAR,2,card,True
ORD-20250694,СПб,B,Электроника,online,False,False,2023-06-23 12:00:00,5,386.98,22.6,1497.61,863.79,633.82,42.3,10.0,25.1,17,32,407.0,1179,6,4.8,NEWYEAR,6,wallet,True
ORD-20250695,СПб,A,Одежда,store,False,False,2023-06-23 18:00:00,3,249.78,3.6,722.36,522.95,199.41,27.6,9.1,110.5,17,27,424.0,3264,13,3.4,NONE,6,card,False
ORD-20250696,Казань,B,Электроника,mobile,False,False,2023-06-24 00:00:00,1,116.2,6.4,108.76,77.01,31.75,29.2,10.0,9.9,14,32,615.0,3910,5,4.5,NONE,3,wallet,False
ORD-20250697,Самара,C,Спорт,online,False,False,2023-06-24 06:00:00,1,172.8,24.7,130.12,71.48,58.64,45.1,9.6,24.8,6,48,616.0,6512,7,4.6,SUMMER,4,cash,True
ORD-20250698,Новосибирск,C,Спорт,online,True,False,2023-06-24 12:00:00,7,160.64,6.0,1057.03,572.95,484.08,45.8,10.0,27.7,14,38,637.0,6836,6,3.8,NONE,9,wallet,True
ORD-20250699,Самара,B,Продукты,mobile,False,False,2023-06-24 18:00:00,4,492.43,20.7,1561.98,1108.85,453.13,29.0,6.7,26.5,14,39,493.0,7191,13,4.0,NEWYEAR,5,card,True
ORD-20250700,СПб,B,Мебель,online,False,False,2023-06-25 00:00:00,6,81.11,13.3,421.93,283.49,138.44,32.8,6.8,28.1,18,58,404.0,7424,4,4.5,NONE,6,cash,True
ORD-20250701,СПб,B,Мебель,online,False,False,2023-06-25 06:00:00,4,76.23,9.6,275.66,140.9,134.76,48.9,9.1,53.5,14,51,365.0,1087,6,3.9,NONE,5,credit,True
ORD-20250702,СПб,B,Спорт,mobile,False,False,2023-06-25 12:00:00,7,314.38,18.2,1800.14,1295.17,504.97,28.1,7.3,27.2,16,60,569.0,7281,5,3.6,NONE,9,wallet,True
ORD-20250703,СПб,C,Одежда,mobile,True,False,2023-06-25 18:00:00,6,214.0,18.8,1042.63,754.44,288.19,27.6,6.8,19.1,16,22,319.0,41,9,4.7,NEWYEAR,9,credit,False
ORD-20250704,Казань,B,Мебель,online,True,False,2023-06-26 00:00:00,7,277.65,6.8,1811.4,1000.13,811.27,44.8,8.7,44.2,10,54,320.0,510,7,3.8,SALE20,11,credit,False
ORD-20250705,Самара,B,Продукты,mobile,False,True,2023-06-26 06:00:00,5,211.89,0.3,1056.3,758.27,298.03,28.2,8.2,27.2,10,64,546.0,1562,12,4.7,NEWYEAR,5,cash,True
ORD-20250706,СПб,B,Продукты,mobile,False,False,2023-06-26 12:00:00,1,186.95,19.5,150.49,97.68,52.81,35.1,7.0,26.7,14,36,603.0,1010,1,4.9,NONE,5,cash,True
ORD-20250707,Самара,B,Одежда,mobile,False,False,2023-06-26 18:00:00,3,52.69,17.2,130.89,93.28,37.61,28.7,8.4,36.7,10,43,447.0,6476,3,3.6,SALE20,4,cash,False
