employee_id,department,job_level,age,gender,marital_status,education,years_at_company,years_in_role,monthly_income,overtime_hours_month,satisfaction_score,work_life_balance,trainings_last_year,promotions_last_5y,distance_home_km,remote_days_week,stock_option_level,num_companies_worked,performance_rating,hire_date,last_promotion_date,attrition,attrition_risk_score,manager_tenure_years,team_size,business_travel,environment_satisfaction,job_involvement,monthly_rate,percent_salary_hike,relationship_satisfaction,total_working_years,training_times_last_year,work_accident,left_company
EMP-20256,Sales,3,35,M,single,master,2,0,8667,0,3.79,3.79,6,1,26.0,2,2,7,4,2017-02-07,2021-12-02,False,0.1,4,18,none,4.35,1,54.17,11.2,4,8,6,False,False
EMP-20257,Finance,4,34,F,divorced,bachelor,0,0,10770,33,2.79,2.36,2,0,5.1,2,1,9,2,2017-02-10,2021-12-07,False,2.9,10,10,rare,2.7,4,67.31,18.9,3,1,2,False,False
EMP-20258,R&D,3,34,M,married,master,0,0,8637,19,3.21,2.77,2,1,15.0,5,0,8,1,2017-02-13,2021-12-12,False,0.6,9,14,none,3.26,1,53.98,22.2,4,10,2,False,False
EMP-20259,Sales,2,55,F,married,bachelor,8,8,8436,22,3.35,3.41,0,3,39.2,0,2,3,2,2017-02-16,2021-12-17,False,1.0,1,14,none,2.76,4,52.72,20.4,1,15,0,False,False
EMP-20260,R&D,5,31,M,single,master,11,9,13194,30,2.61,2.54,2,1,28.9,4,2,3,3,2017-02-19,2021-12-22,False,4.7,5,7,frequent,2.82,2,82.46,2.7,1,17,2,False,False
EMP-20261,Operations,3,52,F,married,master,2,0,8202,32,2.5,2.02,2,3,15.6,3,2,2,4,2017-02-22,2021-12-27,False,1.9,13,15,frequent,2.31,1,51.26,5.6,4,14,2,False,False
EMP-20262,HR,4,27,M,married,master,16,15,10809,33,1.84,2.35,7,3,55.9,2,2,6,4,2017-02-25,2022-01-01,False,4.8,7,12,none,2.22,1,67.56,15.4,3,28,7,False,False
EMP-20263,HR,1,44,F,married,master,14,13,6262,4,4.65,3.68,0,2,18.4,1,0,8,3,2017-02-28,2022-01-06,False,0.0,4,12,none,4.13,4,39.14,17.7,4,18,0,False,False
EMP-20264,IT,5,26,F,divorced,master,10,10,13613,11,4.27,4.15,5,2,8.6,3,2,3,3,2017-03-03,2022-01-11,False,0.0,4,7,none,4.44,4,85.08,0.2,4,22,5,False,False
EMP-20265,Finance,4,30,M,married,bachelor,0,0,10809,26,3.86,2.68,0,1,12.8,2,2,9,4,2017-03-06,2022-01-16,False,0.5,3,8,rare,2.99,1,67.56,3.6,2,14,0,False,False
EMP-20266,IT,5,27,M,divorced,bachelor,7,7,11721,1,3.38,3.26,6,2,18.5,2,1,4,1,2017-03-09,2022-01-21,False,0.0,13,17,none,3.63,4,73.26,2.4,1,7,6,False,False
EMP-20267,HR,4,33,M,married,bachelor,16,14,13060,8,3.14,3.85,3,3,31.8,4,1,8,4,2017-03-12,2022-01-26,False,0.1,5,13,rare,3.07,4,81.62,8.5,4,27,3,False,False
EMP-20268,Sales,3,38,M,married,bachelor,2,2,7860,18,3.0,3.99,3,3,4.9,2,2,3,3,2017-03-15,2022-01-31,False,0.1,5,5,none,3.16,3,49.12,17.0,2,3,3,True,False
EMP-20269,R&D,3,52,F,divorced,bachelor,10,8,9503,12,3.46,4.0,7,0,51.4,4,1,2,3,2017-03-18,2022-02-05,False,0.4,1,12,rare,3.22,1,59.39,23.6,1,21,7,False,False
EMP-20270,Sales,4,49,M,married,bachelor,11,11,11065,6,3.63,3.15,5,2,52.8,1,3,5,2,2017-03-21,2022-02-10,False,0.2,13,13,frequent,3.25,2,69.16,2.2,3,21,5,False,False
EMP-20271,HR,3,47,F,single,master,12,9,10174,31,2.21,2.32,0,0,19.8,4,0,5,3,2017-03-24,2022-02-15,True,17.7,6,16,none,2.04,1,63.59,12.7,1,24,0,False,True
EMP-20272,Sales,4,39,M,divorced,bachelor,17,15,12315,15,2.41,3.23,2,1,46.7,3,0,5,4,2017-03-27,2022-02-20,False,2.2,10,17,rare,2.49,2,76.97,9.3,1,25,2,False,False
EMP-20273,IT,2,32,F,married,master,0,0,7142,14,3.67,3.29,2,0,36.4,5,3,4,2,2017-03-30,2022-02-25,False,0.3,11,14,frequent,3.9,2,44.64,10.0,4,3,2,False,False
EMP-20274,Sales,4,32,F,single,master,0,0,11675,23,1.0,3.04,4,2,50.9,2,2,6,1,2017-04-02,2022-03-02,False,5.9,5,3,none,1.12,3,72.97,1.7,1,10,4,False,False
EMP-20275,Operations,2,26,M,married,bachelor,0,0,6918,23,3.22,2.68,6,3,17.3,1,3,6,1,2017-04-05,2022-03-07,False,0.3,7,11,frequent,2.85,3,43.24,7.2,3,4,6,False,False
EMP-20276,Finance,3,45,F,married,bachelor,4,2,8419,17,2.8,2.69,5,3,37.0,2,0,2,1,2017-04-08,2022-03-12,False,0.5,2,6,rare,3.54,1,52.62,6.3,2,4,5,False,False
EMP-20277,HR,1,50,M,married,bachelor,7,5,6009,31,3.58,2.93,3,2,5.3,3,0,7,2,2017-04-11,2022-03-17,False,0.4,10,3,rare,3.71,4,37.56,18.0,1,8,3,True,False
EMP-20278,Operations,5,41,F,married,bachelor,16,15,15476,10,3.98,2.94,5,2,1.6,2,3,3,1,2017-04-14,2022-03-22,False,0.0,10,18,rare,3.73,3,96.72,16.0,4,29,5,False,False
EMP-20279,IT,4,42,M,single,master,9,7,11805,30,3.34,2.1,6,2,52.6,5,3,8,2,2017-04-17,2022-03-27,False,1.1,3,5,none,3.51,3,73.78,15.9,1,14,6,False,False
EMP-20280,Operations,2,35,F,single,phd,12,9,8797,30,2.79,1.94,0,0,18.4,0,3,5,3,2017-04-20,2022-04-01,False,5.2,3,7,none,2.89,4,54.98,13.0,3,14,0,False,False
EMP-20281,IT,1,56,F,married,bachelor,11,10,4845,0,3.67,4.31,4,2,27.3,1,3,3,3,2017-04-23,2022-04-06,False,0.1,6,8,rare,3.6,3,30.28,8.6,1,11,4,False,False
EMP-20282,R&D,5,53,M,single,bachelor,19,15,14590,26,2.22,2.75,5,2,14.7,5,0,2,3,2017-04-26,2022-04-11,False,0.6,10,10,rare,2.1,4,91.19,6.1,3,19,5,False,False
EMP-20283,R&D,1,36,M,married,bachelor,4,3,5066,5,4.32,4.19,4,0,52.7,4,0,9,3,2017-04-29,2022-04-16,False,0.2,8,13,frequent,4.71,2,31.66,0.3,1,15,4,False,False
EMP-20284,Operations,3,49,M,married,bachelor,13,11,9416,16,2.42,2.81,1,2,23.7,0,1,7,1,2017-05-02,2022-04-21,False,0.9,1,8,rare,3.11,3,58.85,3.7,4,14,1,False,False
EMP-20285,IT,1,34,M,single,phd,3,3,5142,32,3.91,1.77,1,1,11.6,5,3,2,4,2017-05-05,2022-04-26,False,2.0,9,16,none,3.1,4,32.14,5.5,2,15,1,False,False
EMP-20286,Finance,4,26,M,single,master,1,0,10407,6,3.46,3.48,2,2,36.9,2,2,5,2,2017-05-08,2022-05-01,False,0.1,10,5,none,3.95,4,65.04,24.4,1,9,2,False,False
EMP-20287,Operations,2,32,F,married,master,17,15,8140,19,3.74,2.96,2,3,13.1,3,0,2,1,2017-05-11,2022-05-06,False,0.1,3,19,frequent,3.75,2,50.88,24.3,1,20,2,False,False
EMP-20288,Finance,3,52,M,divorced,phd,0,0,8551,27,1.9,2.75,7,1,16.4,0,2,8,4,2017-05-14,2022-05-11,False,2.2,7,17,none,1.99,3,53.44,19.2,3,13,7,False,False
EMP-20289,Sales,3,39,M,divorced,master,4,1,8741,16,2.85,2.36,4,3,40.7,0,3,8,2,2017-05-17,2022-05-16,False,1.3,12,13,frequent,3.39,4,54.63,15.3,3,11,4,False,False
EMP-20290,HR,2,53,M,married,bachelor,7,7,8002,2,2.98,4.14,6,1,57.6,4,0,8,2,2017-05-20,2022-05-21,False,0.2,5,3,none,1.92,3,50.01,16.7,2,12,6,False,False
EMP-20291,IT,4,33,M,single,master,0,0,10382,2,4.43,3.45,0,2,45.5,1,2,5,2,2017-05-23,2022-05-26,False,0.0,2,15,none,4.76,4,64.89,15.0,3,10,0,False,False
EMP-20292,HR,3,38,M,married,master,13,13,10261,18,3.23,2.78,6,0,8.3,0,2,2,3,2017-05-26,2022-05-31,False,0.4,13,14,none,3.74,4,64.13,16.2,4,22,6,False,False
EMP-20293,IT,3,24,F,married,bachelor,4,2,9664,0,4.39,4.59,1,0,19.4,4,3,5,3,2017-05-29,2022-06-05,False,0.0,2,13,rare,4.11,2,60.4,5.5,3,15,1,False,False
EMP-20294,Finance,2,50,M,married,master,9,8,8124,0,4.24,2.91,4,1,48.0,1,2,5,1,2017-06-01,2022-06-10,False,0.1,1,7,none,3.68,2,50.78,24.4,3,18,4,False,False
EMP-20295,Sales,3,33,M,married,master,4,4,8875,33,3.01,2.51,3,3,17.2,5,1,3,1,2017-06-04,2022-06-15,False,2.1,4,10,frequent,3.67,2,55.47,18.9,4,18,3,False,False
EMP-20296,IT,2,25,M,married,bachelor,14,12,6610,18,3.28,3.26,6,1,44.7,1,3,4,4,2017-06-07,2022-06-20,False,1.0,11,10,rare,2.58,2,41.31,5.9,1,20,6,False,False
EMP-20297,IT,3,29,M,single,master,6,5,9531,16,3.29,2.79,5,1,28.8,0,1,1,2,2017-06-10,2022-06-25,False,0.2,10,13,none,3.46,3,59.57,12.8,1,9,5,False,False
EMP-20298,R&D,4,45,M,divorced,bachelor,14,11,11150,3,3.72,3.63,3,3,53.2,2,2,5,4,2017-06-13,2022-06-30,False,0.0,4,8,rare,4.13,2,69.69,19.7,1,15,3,False,False
EMP-20299,Finance,3,51,M,married,bachelor,12,9,9771,27,3.21,3.26,4,1,22.2,1,3,2,3,2017-06-16,2022-07-05,False,0.8,2,9,none,3.37,4,61.07,22.8,1,15,4,False,False
EMP-20300,Finance,1,56,F,single,bachelor,19,15,7377,17,3.93,4.13,5,3,56.1,3,2,8,3,2017-06-19,2022-07-10,False,0.0,14,18,rare,4.16,3,46.11,9.6,2,30,5,True,False
EMP-20301,Operations,5,30,M,divorced,master,10,8,14266,7,5.0,4.18,5,0,25.0,1,2,7,2,2017-06-22,2022-07-15,False,0.0,1,10,rare,4.89,3,89.16,12.1,1,22,5,False,False
EMP-20302,Finance,4,43,F,married,phd,18,15,13834,26,3.87,3.64,4,0,43.8,5,3,6,4,2017-06-25,2022-07-20,False,1.0,13,13,frequent,4.06,4,86.46,7.7,4,22,4,False,False
EMP-20303,HR,5,38,F,single,master,11,11,12583,8,2.36,3.25,5,0,12.5,2,2,3,3,2017-06-28,2022-07-25,False,0.2,7,18,rare,2.08,4,78.64,9.4,2,12,5,False,False
EMP-20304,Finance,1,47,M,single,master,0,0,3747,17,3.58,2.36,6,0,32.3,4,1,7,4,2017-07-01,2022-07-30,False,1.1,3,19,none,3.35,1,23.42,5.7,1,10,6,False,False
EMP-20305,Sales,5,46,F,married,bachelor,2,1,12501,19,2.75,3.02,0,2,19.3,4,2,9,2,2017-07-04,2022-08-04,False,0.6,5,12,rare,2.76,4,78.13,0.7,3,13,0,False,False
EMP-20306,Finance,3,24,F,married,master,12,12,10034,9,4.46,3.95,2,0,1.8,5,1,6,3,2017-07-07,2022-08-09,False,0.1,5,7,rare,3.84,4,62.71,10.4,2,12,2,False,False
EMP-20307,Sales,5,27,M,married,bachelor,0,0,11038,30,2.36,1.57,7,2,26.8,3,2,8,2,2017-07-10,2022-08-14,False,4.4,3,4,rare,2.59,2,68.99,11.8,1,2,7,False,False
EMP-20308,R&D,4,43,M,single,master,2,1,10427,24,3.22,2.34,2,2,11.2,1,0,9,4,2017-07-13,2022-08-19,False,0.5,7,17,none,2.23,1,65.17,19.5,4,7,2,False,False
EMP-20309,Finance,5,41,M,single,master,14,13,14158,10,1.95,3.09,6,0,57.6,3,0,8,4,2017-07-16,2022-08-24,False,0.8,10,11,none,2.1,3,88.49,13.1,3,20,6,False,False
EMP-20310,Sales,1,53,M,married,bachelor,7,7,4656,5,3.24,3.93,4,0,48.7,2,1,2,2,2017-07-19,2022-08-29,False,0.7,7,12,frequent,3.42,4,29.1,8.2,4,8,4,False,False
EMP-20311,Finance,3,52,M,married,college,4,1,8084,11,4.87,3.56,2,0,44.6,3,0,8,1,2017-07-22,2022-09-03,False,0.2,9,19,frequent,4.55,3,50.52,11.6,4,12,2,False,False
EMP-20312,IT,4,24,M,married,bachelor,0,0,9685,16,3.29,2.81,2,0,27.7,1,2,7,1,2017-07-25,2022-09-08,False,0.5,14,9,none,2.8,3,60.53,19.9,4,7,2,False,False
EMP-20313,HR,3,43,F,married,master,5,4,8830,19,2.69,3.14,3,2,16.3,3,0,7,2,2017-07-28,2022-09-13,False,0.4,2,4,frequent,2.53,1,55.19,12.0,1,16,3,False,False
EMP-20314,R&D,5,36,M,married,master,14,12,14235,14,3.34,2.73,0,3,20.1,5,1,3,1,2017-07-31,2022-09-18,False,0.2,11,14,rare,3.6,4,88.97,13.9,4,28,0,True,False
EMP-20315,Operations,4,39,F,married,master,8,7,10899,1,3.23,3.74,2,1,13.1,4,0,5,4,2017-08-03,2022-09-23,False,0.2,4,19,none,3.37,4,68.12,4.3,1,9,2,False,False
EMP-20316,Operations,1,24,M,married,master,16,13,6764,23,3.26,2.22,5,2,33.6,5,3,9,2,2017-08-06,2022-09-28,False,0.3,1,5,frequent,2.82,1,42.28,0.2,2,22,5,False,False
EMP-20317,HR,1,52,F,married,bachelor,14,12,8277,13,2.96,3.27,7,1,48.9,0,3,9,1,2017-08-09,2022-10-03,False,0.7,6,19,frequent,3.0,2,51.73,23.2,4,26,7,False,False
EMP-20318,HR,4,27,F,single,college,2,0,9675,11,2.99,3.05,7,0,12.1,3,0,2,3,2017-08-12,2022-10-08,False,0.2,6,12,rare,3.09,4,60.47,6.7,3,2,7,False,False
EMP-20319,IT,2,56,M,married,master,3,0,6438,19,3.19,3.4,3,0,1.3,0,1,4,2,2017-08-15,2022-10-13,False,0.4,14,12,rare,3.28,3,40.24,8.7,4,15,3,False,False
EMP-20320,Finance,2,55,M,single,master,18,15,9302,29,3.71,2.54,6,1,8.4,1,3,6,1,2017-08-18,2022-10-18,False,0.4,5,19,none,3.32,2,58.14,2.9,4,23,6,False,False
EMP-20321,Finance,5,51,F,married,master,18,15,14950,0,4.03,3.89,3,3,28.2,4,1,1,2,2017-08-21,2022-10-23,False,0.0,11,8,rare,4.09,3,93.44,12.8,1,29,3,False,False
EMP-20322,IT,1,26,F,married,bachelor,0,0,5132,33,3.41,3.23,6,0,2.1,0,3,3,3,2017-08-24,2022-10-28,False,1.0,14,15,rare,3.78,1,32.08,18.4,3,9,6,False,False
EMP-20323,IT,3,36,F,married,master,4,2,10327,22,3.15,3.09,7,3,24.8,2,0,6,3,2017-08-27,2022-11-02,False,0.4,5,3,rare,3.36,4,64.54,17.2,3,18,7,False,False
EMP-20324,IT,2,22,M,divorced,bachelor,11,11,8174,19,3.93,2.87,3,2,7.6,0,1,6,1,2017-08-30,2022-11-07,False,0.3,3,14,none,4.09,3,51.09,21.4,1,13,3,False,False
EMP-20325,Sales,1,44,M,married,phd,18,15,5379,1,3.79,3.66,4,1,7.4,1,3,1,3,2017-09-02,2022-11-12,False,0.1,14,3,rare,4.45,3,33.62,7.2,1,31,4,False,False
EMP-20326,IT,2,53,M,single,bachelor,18,15,8838,24,2.8,2.21,6,2,43.0,0,0,4,4,2017-09-05,2022-11-17,False,1.8,7,3,frequent,2.87,3,55.24,7.9,2,26,6,False,False
EMP-20327,HR,3,40,M,divorced,master,4,4,8423,25,3.29,2.72,1,2,60.0,2,0,6,3,2017-09-08,2022-11-22,False,1.3,7,9,frequent,2.95,3,52.64,24.1,3,15,1,False,False
EMP-20328,HR,3,22,F,married,college,14,13,11187,19,3.12,3.2,1,2,12.5,3,2,9,4,2017-09-11,2022-11-27,False,0.4,11,9,none,2.78,2,69.92,11.4,4,25,1,False,False
EMP-20329,HR,1,32,M,married,college,12,12,7012,28,3.22,1.64,5,3,14.5,3,0,9,4,2017-09-14,2022-12-02,False,1.5,6,16,rare,3.29,1,43.82,20.9,3,20,5,False,False
EMP-20330,IT,4,28,F,single,master,6,5,9648,29,2.64,1.87,1,2,18.5,5,1,3,2,2017-09-17,2022-12-07,False,1.9,8,18,none,2.06,2,60.3,15.3,4,12,1,False,False
EMP-20331,Finance,2,37,F,married,master,5,3,8280,29,3.79,2.29,6,0,47.3,0,3,7,2,2017-09-20,2022-12-12,False,2.6,14,19,rare,3.67,4,51.75,4.5,1,17,6,False,False
EMP-20332,Operations,3,35,M,married,master,14,12,10831,11,4.39,2.9,2,1,30.8,2,3,5,2,2017-09-23,2022-12-17,False,0.2,1,13,none,4.58,1,67.69,23.9,2,21,2,False,False
EMP-20333,Sales,3,51,M,married,bachelor,16,15,10060,23,2.75,2.87,2,3,34.7,3,0,2,2,2017-09-26,2022-12-22,False,1.1,11,5,frequent,3.22,2,62.88,8.1,2,30,2,False,False
EMP-20334,Sales,3,29,F,married,master,16,15,10257,2,2.91,3.99,6,0,33.2,0,1,5,1,2017-09-29,2022-12-27,False,0.2,6,14,rare,2.29,4,64.11,16.0,4,26,6,False,False
EMP-20335,Finance,3,32,M,married,master,7,4,10354,19,2.86,2.99,4,1,56.3,0,3,2,4,2017-10-02,2023-01-01,False,1.4,8,11,rare,2.9,3,64.71,6.4,3,16,4,False,False
EMP-20336,Sales,2,30,M,married,bachelor,3,2,5383,5,3.46,4.03,6,2,3.1,1,1,2,3,2017-10-05,2023-01-06,False,0.0,13,11,rare,3.43,1,33.64,14.4,3,11,6,False,False
EMP-20337,Sales,3,54,F,married,master,17,15,10796,10,4.15,3.21,5,2,10.3,5,1,4,1,2017-10-08,2023-01-11,False,0.0,9,11,none,4.17,4,67.47,13.5,3,20,5,False,False
EMP-20338,HR,3,32,M,single,bachelor,4,1,9755,23,3.68,2.83,4,3,23.5,3,2,3,4,2017-10-11,2023-01-16,False,0.1,6,18,none,3.74,1,60.97,6.5,2,15,4,False,False
EMP-20339,Sales,1,57,F,married,master,15,12,6529,14,3.17,2.8,4,2,29.8,3,3,2,4,2017-10-14,2023-01-21,False,0.4,14,9,none,3.16,2,40.81,24.7,4,18,4,False,False
EMP-20340,Operations,4,45,F,single,master,9,8,11798,30,2.25,2.64,6,0,7.7,3,0,1,3,2017-10-17,2023-01-26,False,5.1,9,19,rare,2.81,1,73.74,3.5,3,18,6,False,False
EMP-20341,Operations,3,33,M,single,phd,9,9,9563,3,3.04,3.89,7,0,53.7,4,0,6,4,2017-10-20,2023-01-31,False,0.3,3,12,frequent,3.54,2,59.77,11.1,3,20,7,False,False
EMP-20342,HR,2,43,F,married,bachelor,3,2,6333,34,2.92,1.7,0,2,41.0,3,0,1,4,2017-10-23,2023-02-05,False,2.8,2,14,none,3.78,2,39.58,0.8,3,9,0,False,False
EMP-20343,HR,1,26,M,married,bachelor,1,0,4273,24,3.36,2.72,4,3,56.0,4,1,8,4,2017-10-26,2023-02-10,False,1.1,5,18,rare,3.36,2,26.71,17.1,4,15,4,False,False
EMP-20344,R&D,2,54,F,divorced,master,13,11,8730,15,4.07,3.23,6,2,56.5,1,1,1,4,2017-10-29,2023-02-15,False,0.2,11,16,none,3.91,4,54.56,11.6,2,15,6,False,False
EMP-20345,Finance,3,56,M,married,master,5,3,8491,0,4.35,4.14,5,2,31.2,4,1,6,1,2017-11-01,2023-02-20,False,0.0,6,10,none,3.96,3,53.07,14.0,3,8,5,False,False
EMP-20346,R&D,5,32,F,single,bachelor,11,10,12100,1,4.08,4.11,3,0,51.3,0,1,2,1,2017-11-04,2023-02-25,False,0.1,3,6,rare,3.87,2,75.62,17.5,4,15,3,False,False
EMP-20347,Operations,4,28,M,single,master,16,15,12218,14,2.41,2.94,6,0,44.5,2,2,6,3,2017-11-07,2023-03-02,False,0.6,14,5,frequent,2.7,2,76.36,19.1,3,30,6,False,False
EMP-20348,Sales,3,37,M,single,college,0,0,7990,20,2.87,3.38,3,3,22.3,1,1,2,3,2017-11-10,2023-03-07,False,0.4,3,9,frequent,3.22,2,49.94,24.1,1,8,3,False,False
EMP-20349,Sales,1,49,F,married,master,18,15,6001,17,4.24,3.41,1,2,39.8,0,3,4,4,2017-11-13,2023-03-12,False,0.3,2,14,rare,4.51,2,37.51,21.6,1,22,1,False,False
EMP-20350,IT,2,44,M,married,bachelor,2,0,6897,10,3.48,3.14,2,2,57.2,3,1,6,3,2017-11-16,2023-03-17,False,0.3,6,16,rare,3.21,4,43.11,8.1,1,16,2,False,False
EMP-20351,Operations,5,23,F,married,bachelor,0,0,12614,22,1.89,2.33,0,3,46.1,5,0,2,2,2017-11-19,2023-03-22,True,2.0,2,3,none,1.63,1,78.84,18.2,2,6,0,False,True
EMP-20352,Sales,1,22,F,single,master,13,11,6376,21,3.99,2.63,5,0,42.9,0,3,2,4,2017-11-22,2023-03-27,False,2.2,9,10,none,4.77,3,39.85,1.9,1,16,5,False,False
EMP-20353,Operations,4,30,F,single,master,2,0,9587,12,3.07,2.66,7,3,14.1,5,2,6,3,2017-11-25,2023-04-01,False,0.1,7,18,frequent,2.74,2,59.92,3.4,3,15,7,False,False
EMP-20354,Finance,3,49,F,single,college,12,11,10225,11,4.25,3.55,3,1,50.0,5,0,6,3,2017-11-28,2023-04-06,False,0.2,13,16,rare,4.82,2,63.91,11.5,4,14,3,False,False
EMP-20355,Operations,2,31,F,married,bachelor,0,0,7428,15,3.59,3.84,5,2,24.0,5,0,4,2,2017-12-01,2023-04-11,False,0.1,3,18,none,3.75,2,46.42,11.5,1,14,5,False,False
EMP-20356,Operations,5,54,F,single,master,1,1,13890,26,2.54,3.41,7,1,37.8,0,0,2,4,2017-12-04,2023-04-16,False,2.1,4,19,none,2.25,1,86.81,12.6,2,1,7,False,False
EMP-20357,IT,2,32,F,single,college,2,2,7993,20,4.22,2.46,3,0,41.0,5,3,3,1,2017-12-07,2023-04-21,False,0.8,10,4,none,3.75,3,49.96,11.9,1,10,3,False,False
EMP-20358,Sales,4,54,F,married,bachelor,10,8,10596,4,2.96,4.19,7,3,31.4,2,2,2,4,2017-12-10,2023-04-26,False,0.1,10,14,rare,2.68,3,66.22,16.0,1,18,7,False,False
EMP-20359,Finance,1,55,M,single,college,5,3,6086,32,3.93,2.44,0,1,10.8,3,3,6,4,2017-12-13,2023-05-01,False,0.6,6,12,rare,4.1,3,38.04,23.9,1,19,0,False,False
EMP-20360,Operations,5,48,M,married,master,3,2,12565,7,3.09,2.45,5,0,42.1,1,1,3,3,2017-12-16,2023-05-06,False,0.9,13,11,frequent,2.73,1,78.53,4.3,3,16,5,False,False
EMP-20361,Operations,1,28,M,married,master,13,11,5438,23,3.53,2.68,1,0,15.6,3,0,4,4,2017-12-19,2023-05-11,False,2.4,12,16,rare,4.15,3,33.99,8.9,4,25,1,False,False
EMP-20362,Finance,2,24,F,single,bachelor,0,0,6827,0,4.3,3.78,6,3,16.7,3,1,3,4,2017-12-22,2023-05-16,False,0.0,9,18,frequent,4.22,1,42.67,1.9,3,13,6,False,False
EMP-20363,Operations,5,28,F,single,phd,0,0,13535,8,3.17,4.21,0,3,8.5,4,0,2,1,2017-12-25,2023-05-21,False,0.1,11,10,none,3.45,2,84.59,5.0,3,12,0,False,False
EMP-20364,HR,4,44,F,single,college,1,0,11277,19,2.68,2.61,6,2,37.6,2,0,8,1,2017-12-28,2023-05-26,False,0.7,8,14,none,2.93,3,70.48,24.7,1,8,6,False,False
EMP-20365,IT,4,46,F,single,bachelor,16,14,11309,29,2.52,2.83,3,3,7.9,0,3,5,1,2017-12-31,2023-05-31,False,0.8,7,11,none,3.17,4,70.68,1.0,4,29,3,False,False
EMP-20366,R&D,2,57,M,divorced,master,9,8,7691,19,2.83,3.0,1,2,21.4,3,1,6,2,2018-01-03,2023-06-05,False,1.9,8,13,none,2.65,4,48.07,5.3,3,20,1,False,False
EMP-20367,Finance,4,56,F,married,bachelor,19,15,12873,1,5.0,3.23,4,3,53.5,4,3,3,3,2018-01-06,2023-06-10,False,0.0,12,19,frequent,5.0,3,80.46,10.7,4,24,4,False,False
EMP-20368,Operations,5,33,M,married,bachelor,14,14,12296,33,2.14,2.07,7,0,27.7,0,2,1,1,2018-01-09,2023-06-15,False,3.7,1,16,frequent,1.58,1,76.85,7.3,2,27,7,False,False
EMP-20369,Sales,4,36,F,married,master,3,0,9204,9,4.24,4.32,1,0,53.8,4,2,7,1,2018-01-12,2023-06-20,False,0.2,2,6,none,4.28,4,57.52,13.6,3,3,1,False,False
EMP-20370,Finance,2,49,M,single,master,15,14,8524,12,4.34,3.31,2,2,30.1,4,3,7,3,2018-01-15,2023-06-25,False,0.1,7,17,rare,4.8,2,53.28,24.8,2,16,2,False,False
EMP-20371,Sales,5,49,M,married,bachelor,9,9,13214,3,3.85,4.3,5,3,11.6,3,1,1,3,2018-01-18,2023-06-30,False,0.0,9,11,rare,3.94,3,82.59,17.6,3,11,5,False,False
EMP-20372,HR,1,33,M,single,bachelor,9,6,4409,24,3.31,3.23,0,2,45.8,5,1,8,2,2018-01-21,2023-07-05,False,0.9,3,12,rare,4.24,1,27.56,10.1,1,17,0,False,False
EMP-20373,IT,5,23,M,married,bachelor,7,7,13150,15,3.27,3.03,7,3,21.9,2,3,8,3,2018-01-24,2023-07-10,False,0.1,9,4,none,3.48,2,82.19,17.1,2,8,7,False,False
EMP-20374,Operations,1,25,M,married,bachelor,12,10,7110,7,4.41,3.01,4,1,58.0,0,3,8,3,2018-01-27,2023-07-15,False,0.1,1,10,none,4.19,2,44.44,21.8,1,15,4,False,False
EMP-20375,Sales,1,51,M,single,bachelor,4,4,5105,22,3.53,2.32,7,2,16.5,3,1,5,2,2018-01-30,2023-07-20,False,1.5,4,8,none,3.71,3,31.91,5.7,3,7,7,True,False
EMP-20376,Sales,1,34,F,married,bachelor,0,0,4848,6,3.17,4.43,3,2,49.5,3,3,7,1,2018-02-02,2023-07-25,False,0.4,7,4,frequent,2.58,4,30.3,17.9,3,3,3,False,False
EMP-20377,Sales,1,48,F,single,phd,13,13,6817,18,2.54,3.18,6,3,30.1,5,3,1,4,2018-02-05,2023-07-30,False,1.1,1,17,rare,2.22,1,42.61,15.3,4,13,6,False,False
EMP-20378,HR,4,50,M,single,bachelor,19,15,12831,23,3.89,1.98,2,2,50.7,1,0,6,3,2018-02-08,2023-08-04,False,1.0,9,5,rare,3.4,3,80.19,18.3,2,22,2,False,False
EMP-20379,Finance,2,54,F,single,college,11,9,6585,28,1.5,3.02,3,1,11.8,0,3,2,1,2018-02-11,2023-08-09,False,3.4,8,15,frequent,1.51,4,41.16,2.1,4,15,3,False,False
EMP-20380,Operations,1,39,F,single,bachelor,1,0,4196,24,3.51,1.91,2,0,38.4,4,0,9,1,2018-02-14,2023-08-14,False,5.7,8,15,none,3.49,1,26.22,18.3,4,12,2,False,False
EMP-20381,Operations,2,44,F,single,master,1,0,6403,19,3.3,2.64,4,1,7.7,1,3,9,2,2018-02-17,2023-08-19,False,0.2,8,13,none,3.78,3,40.02,19.7,2,9,4,False,False
EMP-20382,HR,5,29,F,divorced,bachelor,8,7,12271,1,3.81,3.99,1,0,48.5,1,3,2,1,2018-02-20,2023-08-24,False,0.1,10,17,none,3.77,4,76.69,17.2,4,12,1,True,False
EMP-20383,HR,3,55,F,single,bachelor,17,15,11614,8,3.05,4.86,4,0,14.9,4,3,5,4,2018-02-23,2023-08-29,False,0.2,10,4,rare,2.65,1,72.59,4.9,4,19,4,False,False
EMP-20384,IT,4,53,M,married,master,12,9,12148,20,3.31,3.41,6,2,26.2,1,1,6,4,2018-02-26,2023-09-03,False,0.3,10,3,rare,3.93,3,75.92,4.0,2,19,6,False,False
